value
4.1776767373085E-01
2.28931292891502E-01
-3.158018887043E-01
-2.73310923576355E+00
-8.86844515800476E-01
4.44547921419144E-01
6.84701204299927E-02
-2.85037755966187E-01
-1.49808239936829E+00
-1.6514493227005E+00
5.04298865795135E-01
3.93939942121506E-01
1.07469134032726E-01
-4.44549694657326E-02
7.15916752815247E-01
1.79906353354454E-01
-2.64473259449005E-01
8.31132292747498E-01
-1.54774439334869E+00
-5.43202996253967E-01
7.58063197135925E-01
-1.74070999026299E-01
-4.49738174676895E-01
4.01533544063568E-01
3.84922385215759E-01
-7.01946839690208E-02
7.38920345902443E-02
-5.91042712330818E-02
1.39311516284943E+00
9.6215432882309E-01
8.34191858768463E-01
2.06426337361336E-01
3.19350779056549E-01
8.14300253987312E-02
-3.08397829532623E-01
1.15005588531494E+00
-3.50537709891796E-02
1.82124480605125E-01
-8.36707651615143E-01
1.75901591777802E+00
1.5911790728569E-01
-1.59114956855774E-01
3.11540812253952E-02
-1.53973090648651E+00
5.47770917415619E-01
1.30289387702942E+00
-1.1664822101593E+00
-8.18125128746033E-01
-1.65962740778923E-01
-2.15868413448334E-01
-4.31383609771729E+00
-1.69498491287231E+00
4.80629622936249E-01
-8.30726027488708E-02
-1.51115311309695E-02
2.37715169787407E-01
-3.76897603273392E-02
1.01940774917603E+00
2.75296986103058E-01
2.26287603378296E-01
-1.66436004638672E+00
1.50909498333931E-01
-8.78901898860931E-01
5.35211801528931E-01
8.58582019805908E-01
1.19829274713993E-01
-7.8623078763485E-02
3.99861127138138E-01
-1.38062670826912E-01
8.43618094921112E-01
-3.07518184185028E-01
-1.3743557035923E-01
1.59701228141785E-01
-2.00601920485497E-01
1.26646053791046E+00
2.67193078994751E-01
-2.52526223659515E-01
-1.05825352668762E+00
-3.33939157426357E-02
1.40908345580101E-01
1.1118586063385E+00
-3.73951345682144E-01
1.87174901366234E-01
1.79458558559418E-01
6.12508535385132E-01
1.00064384937286E+00
9.69314277172089E-02
6.50572001934052E-01
1.42335668206215E-01
1.3500089943409E-01
-2.52416342496872E-01
-3.56122776865959E-02
1.28134399652481E-01
3.37221771478653E-01
-1.56025797128677E-01
-1.29432952404022E+00
5.31488299369812E-01
-4.63075965642929E-01
-2.34545493125916E+00
3.24736356735229E-01
1.60220873355865E+00
1.36714768409729E+00
5.64289033412933E-01
2.54333466291428E-01
2.11381673812866E-01
1.58201277256012E-01
-5.97308129072189E-02
1.72278201580048E+00
-5.1711443811655E-02
-2.79766649007797E-01
-6.49314045906067E-01
-3.48543934524059E-03
-6.57703757286072E-01
5.87966740131378E-01
-9.78630006313324E-01
-2.89717644453049E-01
3.03826302289963E-01
6.43020689487457E-01
-8.72561931610107E-01
-2.76244014501572E-01
1.04020953178406E+00
-3.44193398952484E-01
-8.52233111858368E-01
1.45575687289238E-01
6.02844841778278E-02
-8.01315724849701E-01
-4.66349095106125E-01
-4.32689964771271E-01
1.53357470035553E+00
2.01542544364929E+00
2.04552367329597E-01
8.78636956214905E-01
6.65993690490723E-01
4.91961807012558E-01
5.29579818248749E-01
-1.17783479392529E-01
9.01196956634521E-01
9.44782078266144E-01
2.60087251663208E-01
1.00021052360535E+00
-9.75559949874878E-02
-3.91313016414642E-01
1.96168720722198E+00
-1.22616267204285E+00
-1.58947691321373E-01
1.33395779132843E+00
5.26032388210297E-01
-3.69492262601852E-01
-5.1084965467453E-02
7.53687024116516E-01
-1.45781606435776E-01
1.15009701251984E+00
4.74527090787888E-01
-3.4940031170845E-01
-5.89647173881531E-01
-9.77864980697632E-01
7.82536625862122E-01
-6.07676923274994E-01
1.28630900382996E+00
1.79357838630676E+00
-2.14679185301065E-02
4.59968820214272E-02
-2.7589900419116E-02
-9.55754995346069E-01
1.5485754609108E-01
3.45901280641556E-01
-3.21148484945297E-01
3.82771760225296E-01
-3.70398700237274E-01
3.45755755901337E-01
1.3755818605423E+00
5.74376702308655E-01
4.21690754592419E-02
-7.13655829429626E-01
7.73869335651398E-01
-1.65685683488846E-01
2.73965448141098E-01
-4.00694876909256E-01
-5.02707839012146E-01
1.27832901477814E+00
9.27305743098259E-02
3.87820988893509E-01
1.209059715271E+00
8.73440206050873E-01
1.39408096671104E-01
-3.66421818733215E-01
1.60138711333275E-01
-1.40752172470093E+00
-2.07288193702698E+00
7.5346976518631E-01
2.0682193338871E-01
3.70448678731918E-01
1.99827122688293E+00
4.47600305080414E-01
-1.53834521770477E+00
1.68012976646423E-01
-1.30539751052856E+00
-1.10662579536438E-01
-2.08060216903687E+00
-2.00260066986084E+00
1.64020252227783E+00
7.56863176822662E-01
-2.50543057918549E-01
2.11009073257446E+00
-1.77415561676025E+00
-1.12851560115814E-01
-1.63268768787384E+00
9.63372737169266E-02
2.1095484495163E-01
6.35986804962158E-01
1.15815043449402E+00
-1.00235655903816E-01
4.0327861905098E-01
1.79062378406525E+00
3.85184250771999E-02
-2.25451216101646E-01
-3.98923307657242E-01
-5.38745760917664E-01
5.17858386039734E-01
2.02720046043396E-01
7.73848220705986E-02
-2.0498046875E+00
-2.37870678305626E-01
-2.17358422279358E+00
-4.42527264356613E-01
6.14539563655853E-01
6.19565069675446E-01
2.13003396987915E+00
-1.15134634077549E-01
6.1330646276474E-01
-1.98928475379944E-01
-8.15110728144646E-02
-4.14759129285812E-01
1.50729990005493E+00
4.81885373592377E-01
-4.87858206033707E-01
9.70059990882874E-01
1.65054991841316E-01
5.59254474937916E-02
3.70001822710037E-01
8.42791259288788E-01
4.40031439065933E-01
4.66555804014206E-01
1.43577121198177E-02
2.52356499433517E-01
3.65772485733032E-01
7.60928809642792E-01
-3.45571100711823E-01
-4.46727901697159E-01
5.97025632858276E-01
-5.11482417583466E-01
2.10642531514168E-01
-1.11586797237396E+00
-3.05764138698578E-01
7.73869335651398E-01
-2.03593283891678E-01
7.0908534526825E-01
2.53074496984482E-01
-2.1891263127327E-01
2.41628110408783E-01
-2.10319042205811E-01
8.6361426115036E-01
-7.32860490679741E-02
6.40596687793732E-01
5.27494966983795E-01
-8.94982933998108E-01
-8.02037060260773E-01
-2.26995870471001E-02
-1.87492325901985E-01
4.14226114749908E-01
3.89732539653778E-01
4.72129553556442E-01
9.25589084625244E-01
6.63062810897827E-01
1.67731761932373E-01
-2.99942046403885E-01
-3.70147198438644E-01
6.1238420009613E-01
9.9490761756897E-01
2.4696646630764E-01
1.34468674659729E+00
1.41104567050934E+00
-2.4720473587513E-01
5.93170046806335E-01
-1.72811061143875E-01
3.14461626112461E-02
-1.28267526626587E+00
1.54065877199173E-01
1.31966078281403E+00
2.76680469512939E-01
-6.72329843044281E-01
8.98759365081787E-01
-5.73727190494537E-01
-8.38635683059692E-01
-1.15402555465698E+00
7.35652506351471E-01
-1.71542012691498E+00
-4.66805428266525E-01
-4.00941282510757E-01
-9.64838862419128E-01
-8.72240483760834E-01
1.00444138050079E-01
8.90568435192108E-01
1.32860314846039E+00
2.98553824424744E-01
-1.45894169807434E+00
-7.97055900096893E-01
1.94595586508512E-02
-1.94586645811796E-02
-1.20935940742493E+00
2.48995280265808E+00
4.61812108755112E-01
-4.01554524898529E-01
1.20381578803062E-01
8.27266275882721E-01
-4.09936249256134E-01
3.80907692015171E-02
1.48334622383118E+00
1.9767053425312E-01
2.67138052731752E-03
-2.39650106430054E+00
-1.92166984081268E-01
-1.20651340484619E+00
-8.65258157253265E-01
-4.74044531583786E-01
1.43955636024475E+00
-2.62454581260681E+00
-2.07495474815369E+00
-4.63733530044556E+00
-2.00457572937012E+01
4.54786729812622E+00
7.62350130081177E+00
-3.50105595588684E+00
-1.05767538771033E-02
-7.56480693817139E+00
2.09707093238831E+00
3.3782783895731E-02
4.20874118804932E+00
2.4752345085144E+00
1.36601746082306E+00
-1.70389580726624E+00
-6.51563823223114E-01
1.91968774795532E+00
-1.41133415699005E+00
-2.56823515892029E+00
-1.51415014266968E+00
1.05576884746552E+00
2.3634033203125E+00
-1.0203595161438E+00
3.98219883441925E-01
-1.32970428466797E+00
8.994100689888E-01
-1.98301112651825E+00
7.08215892314911E-01
3.57375591993332E-01
1.2163565158844E+00
-8.17393004894257E-01
-1.35887169837952E+00
-3.73536515235901E+00
6.43797636032104E-01
5.45406520366669E-01
-3.14561176300049E+00
-5.02854824066162E-01
1.8719482421875E+00
2.3222770690918E+00
1.47068452835083E+00
-1.97145688533783E+00
6.53420388698578E-01
2.51898622512817E+00
2.20198541879654E-01
1.8832038640976E+00
-1.81833302974701E+00
2.19858860969543E+00
1.33406743407249E-01
1.43710866570473E-01
1.11704111099243E+00
-3.95076155662537E-01
-2.26952505111694E+00
-3.50034207105637E-01
1.16255795955658E+00
-2.75909036397934E-01
3.08401274681091E+00
9.15242373943329E-01
8.79561677575111E-02
7.34027743339539E-01
-6.13480997085571E+00
1.45871913433075E+00
-7.35236287117004E-01
1.38991326093674E-01
2.49262377619743E-02
2.16951012611389E+00
-5.90625070035458E-02
-8.94239723682404E-01
-2.38097286224365E+00
1.83811441063881E-01
1.20141232013702E+00
1.99072301387787E+00
-9.07239377498627E-01
-6.66700378060341E-02
1.36183595657349E+00
1.29671478271484E+00
-6.9399482011795E-01
1.81718334555626E-01
-1.15848767757416E+00
0E+00
-4.34928953647614E-01
-6.51201128959656E-01
9.15892958641052E-01
1.70127201080322E+00
-2.42490500211716E-01
5.72697222232819E-01
7.44333863258362E-01
-2.09126546978951E-01
-4.40125584602356E-01
1.24689567089081E+00
1.33819198608398E+00
-2.04550355672836E-01
-1.95095330476761E-01
-9.48586702346802E-01
2.93998628854752E-01
1.76968264579773E+00
-1.96329444646835E-01
2.48610571026802E-01
-3.26736159622669E-02
-1.89735516905785E-01
2.61989645659924E-02
6.68582677841187E-01
-1.20296567678452E-01
-1.71498918533325E+00
3.6420339345932E-01
4.71205800771713E-01
-7.89050906896591E-02
8.24992179870605E-01
8.33427011966705E-01
-3.22821475565434E-02
-7.71828055381775E-01
3.25623266398907E-02
2.27875951677561E-02
-1.82889747619629E+00
-1.62377345561981E+00
-1.5251336991787E-01
6.79176032543182E-01
-6.75784289836884E-01
2.77699917554855E-01
-9.51904475688934E-01
8.23327839374542E-01
2.33223509788513E+00
2.2063572704792E-01
1.06891334056854E+00
2.36851394176483E-01
3.91186982393265E-01
6.44868910312653E-02
-3.89542818069458E+00
6.74090441316366E-03
-1.88914552330971E-01
-4.36727553606033E-01
-6.09636723995209E-01
9.90578308701515E-02
1.26081359386444E+00
7.77220547199249E-01
4.88910973072052E-01
-4.31290306150913E-02
-3.95773231983185E-01
-4.27714049816132E-01
7.70094841718674E-02
4.80608880519867E-01
-8.96590709686279E-01
-5.16006469726563E-01
-4.44242119789124E-01
-3.2016396522522E-01
3.67746919393539E-01
-1.47689139842987E+00
1.86414748430252E-01
1.00458478927612E+00
6.55481576919556E-01
-1.13062369823456E+00
-1.39581525325775E+00
4.23863798379898E-01
1.55826315283775E-01
-7.60969460010529E-01
9.30328369140625E-01
8.62777754664421E-02
2.99604207277298E-01
-4.169662296772E-01
2.96810507774353E+00
1.49967837333679E+00
-4.47540760040283E-01
3.68734121322632E-01
1.9690003991127E-01
-6.18432462215424E-01
2.07153558731079E+00
-4.26602512598038E-01
3.42741429805756E-01
5.48408664762974E-02
9.20725703239441E-01
4.78533618152142E-02
-1.50558245182037E+00
2.94789046049118E-01
-5.64526200294495E-01
8.84101808071136E-01
1.27630317211151E+00
-2.67152845859528E-01
-3.31895053386688E-01
-1.52231001853943E+00
1.05103635787964E+00
-4.28589701652527E-01
8.10301542282104E-01
-5.52244126796722E-01
1.28848898410797E+00
-1.21121621131897E+00
-7.72652924060822E-02
-5.68716943264008E-01
1.71647816896439E-01
-8.77979516983032E-01
4.79104042053223E-01
3.0500140786171E-01
5.77870309352875E-01
-4.96930360794067E-01
-6.6264545917511E-01
4.97450917959213E-01
-1.08961820602417E+00
-1.04353642463684E+00
3.91135066747665E-01
1.68512895703316E-01
-8.92484366893768E-01
1.1660281419754E+00
1.95243179798126E+00
6.11187256872654E-02
-4.82501871883869E-02
2.95517057180405E-01
-3.3735266327858E-01
-2.51453548669815E-01
-3.78536432981491E-01
-1.13895928859711E+00
-1.52086579799652E+00
2.83639371395111E-01
-6.66543766856194E-02
-1.29652178287506E+00
6.30506336688995E-01
7.0524238049984E-02
8.72368589043617E-02
-2.65331566333771E-01
-1.10349237918854E+00
3.74649278819561E-02
1.36488747596741E+00
-6.5614241361618E-01
1.68710798025131E-01
8.88781309127808E-01
6.00446425378323E-02
-3.30753296613693E-01
-1.06755924224854E+00
2.05278182029724E+00
3.66614252328873E-01
9.22406390309334E-02
3.29747353680432E-03
3.15493285655975E-01
-1.21461719274521E-01
3.14796656370163E-01
6.13223552703857E-01
-3.84395152330399E-01
8.18872213363647E-01
-5.93891620635986E-01
2.95829057693481E-01
1.39439344406128E-01
-3.18116456270218E-01
1.88414037227631E-01
-2.86027103662491E-01
-2.02081918716431E-01
2.67172276973724E-01
1.13449263572693E+00
-2.18640640377998E-01
-1.70793101191521E-01
-2.45493784546852E-01
4.00183200836182E-01
1.70491769909859E-01
1.80659234523773E+00
5.34955561161041E-02
-9.758210927248E-02
-1.2530198097229E+00
3.95290434360504E-01
8.90090614557266E-02
2.88663119077682E-01
9.35562908649445E-01
-7.58390486240387E-01
1.84822690486908E+00
2.41034924983978E-01
-4.26906615495682E-01
3.10080405324697E-02
-3.10549855232239E-01
-1.28489375114441E+00
3.93742561340332E-01
1.38178661465645E-01
2.82332021743059E-02
0E+00
4.39004749059677E-02
-9.10819113254547E-01
-7.57269501686096E-01
3.88994932174683E-01
-5.80943584442139E-01
1.15223094820976E-01
-1.86520850658417E+00
-6.53698667883873E-02
2.02491000294685E-01
-1.48705887794495E+00
2.58422553539276E-01
6.16477310657501E-01
-8.21638852357864E-02
3.24923485517502E-01
5.84442436695099E-01
-5.77892005443573E-01
4.60659891366959E-01
7.36573457717896E-01
8.96900236606598E-01
-3.87848764657974E-01
-2.18724325299263E-01
9.99086022377014E-01
8.428635597229E-01
1.70116826891899E-01
-4.92370575666428E-01
1.45471513271332E-01
-1.61299914121628E-01
-6.65029510855675E-02
-3.17383319139481E-01
-3.28113704919815E-01
6.39156758785248E-01
8.26180875301361E-01
-4.53120946884155E-01
-2.83988919109106E-02
-1.61096051335335E-01
3.15597265958786E-01
-3.28244626522064E-01
7.9021692276001E-02
7.29898810386658E-01
-5.27937054634094E-01
-7.62943089008331E-01
1.30028247833252E+00
1.81510075926781E-01
2.06082791090012E-01
9.66291427612305E-02
-1.87126293778419E-01
5.07421791553497E-01
3.59329432249069E-01
2.16128543019295E-01
8.32232013344765E-02
-1.81955188512802E-01
9.15180444717407E-01
1.1296159774065E-01
-8.24197828769684E-02
-6.52935743331909E-01
1.21914541721344E+00
1.97004169225693E-01
7.6862508058548E-01
6.36898398399353E-01
3.4788653254509E-01
7.32858419418335E-01
-1.11895509064198E-01
-7.36933648586273E-02
3.83306778967381E-02
-2.74563878774643E-01
1.05515027046204E+00
-2.86775648593903E-01
-7.62464225292206E-01
-1.20274686813354E+00
1.55742973089218E-01
-2.18713864684105E-01
7.25935220718384E-01
1.69408604502678E-01
5.77103197574615E-01
